,0,1
201,NTRS,1275.0364796098947
202,NOC,55475.54910798685
203,NUE,1219.4350210849873
204,ORLY,63354.61155784695
205,OXY,1522.909093667148
206,OMC,2499.209881563173
207,OKE,1843.7016799317166
208,ORCL,1224.4611656350182
209,PCAR,1324.1473741202349
210,PH,12767.74950656759
211,PDCO,151.6844178415783
212,PAYX,1306.8547572952205
213,PNR,277.82213216992193
214,PBCT,49.0062661063532
215,PEP,4855.8432297100035
216,PKI,2200.3998225477217
217,PRGO,1633.0680556501216
218,PFE,194.00977791364943
219,PCG,637.4376120318676
220,PNW,2757.393693343886
221,PNC,6420.261382466177
222,PPG,3105.703373392512
223,PPL,102.95871867740513
224,PG,2362.0451518732693
225,PGR,1457.0650996158881
226,PEG,806.7856941682866
227,PSA,20874.79910079833
228,PHM,217.78307780273883
229,PVH,6199.400951705712
230,QCOM,1125.197873300014
231,RRC,184.24518970019503
232,RJF,2700.5370719570733
233,RTN,16832.994938827105
234,REG,1350.2080771604474
235,REGN,86268.91548913093
236,RF,19.39791437052505
237,RHI,1095.144638143168
238,ROK,11561.349000543969
239,ROP,46122.0465938073
240,ROST,4305.282869053483
241,RCL,5682.771968526986
242,SLB,774.8801139685754
243,SEE,607.5120179616954
244,SHW,111337.78532287867
245,SIG,1824.1668248033218
246,SPG,9226.867642495818
247,SWKS,5245.832444201452
248,SNA,12171.41404877935
249,SO,573.7071647361417
250,LUV,1601.1428049361691
251,SPGI,20866.063388093284
252,SWK,7731.437003124457
253,SBUX,2474.124542487161
254,STT,1730.5679737325186
255,SYK,13665.10413416337
256,SNPS,4169.47416620994
257,SYY,1456.8463976913636
258,TROW,3709.912658810737
259,TGT,2512.2535897174116
260,TXN,4017.6249243656544
261,TXT,639.2127372781908
262,TMO,28430.398184119007
263,TIF,3428.1717018545964
264,TJX,1282.3654372038375
265,TRV,5484.634614154627
266,TSN,2516.887521810266
267,UDR,571.2831401914245
268,USB,1036.9834410259602
269,UNP,13386.469193588706
270,UNH,29778.511535570455
271,UTX,5947.720890854374
272,UHS,9323.982354062915
273,UNM,341.4111234003121
274,VFC,2449.2384250763353
275,VLO,4932.506001760067
276,VAR,4406.992648399795
277,VZ,338.87923127256806
278,VRTX,12334.492030965517
279,VNO,869.8972765962924
280,VMC,5966.227926654634
281,WMT,1579.2856730593292
