,0,1
102,EXC,195.15716878212862
103,EXPD,1545.0976661547222
104,XOM,669.6486268662925
105,FAST,343.2628807925813
106,FRT,9866.483262752103
107,FDX,18265.488148935437
108,FITB,44.71560761502051
109,FISV,3971.3012981354977
110,FLIR,1093.9911381394727
111,FLS,625.3516973805192
112,FMC,3156.490171522642
113,FL,1652.053752752931
114,F,3.7761215695166865
115,BEN,189.73913133864596
116,GPS,25.461561518654133
117,IT,9699.849332932223
118,GD,18778.579679269355
119,GE,82.35034026132378
120,GIS,1398.6931998421285
121,GPC,3395.1470646762673
122,GILD,3919.8662727666833
123,GT,178.83605422258103
124,GWW,34164.742729016914
125,HAL,217.5779270760784
126,HOG,156.0760723838867
127,HAS,4929.492397259026
128,HP,1023.1850791118668
129,HSY,4470.660623092552
130,HES,572.460170257059
131,HOLX,921.2464996440484
132,HD,16652.972026495638
133,HON,10223.165745503735
134,HRL,960.6420287184228
135,HST,34.10836678097965
136,HPQ,33.51736113610574
137,HUM,45884.59229099519
138,HBAN,10.141441697726515
139,IDXX,28246.15221880401
140,ITW,9256.043573640314
141,INTC,747.1834975048447
142,IBM,2608.5759199247227
143,INCY,6739.489266803197
144,IP,419.63735928137066
145,IPG,91.64957175014177
146,IFF,8888.129910084315
147,INTU,23510.355355543285
148,JBHT,4010.600937867567
149,JNJ,3079.5414047494974
150,JCI,230.9707922472313
151,JPM,3972.7808427360865
152,KSU,3297.2231662253603
153,K,1299.429019546463
154,KEY,17.272236620191922
155,KMB,5178.535115766946
156,KIM,34.62565642565333
157,KLAC,4907.434848693521
158,KSS,282.67503747837526
159,KR,345.21038574583366
160,LB,1334.2344337474099
161,LH,14160.69159770579
162,LRCX,19422.981465873076
163,LEG,478.2410990077145
164,LEN,661.6811391133409
165,LLY,2677.2002163947914
166,LNC,789.4007780782191
167,LMT,54356.9130177444
168,L,468.7410865311613
169,LOW,5446.059448415955
170,MTB,8343.551171277506
171,M,168.69021625302614
172,MRO,11.146072503428403
173,MAR,6671.224679923302
174,MMC,3373.6528773918976
175,MAS,467.654453783482
176,MAT,82.62085955315457
177,MKC,8592.14866778477
178,MCD,11506.059330776674
179,MDT,2901.149835398426
180,MRK,494.04928288266876
181,MGM,187.5937996276812
182,MCHP,2361.226246854904
183,MU,364.23856317119413
184,MSFT,5636.241302232068
185,MAA,3898.081158831306
186,MHK,16458.808571383866
187,TAP,2702.340683241147
188,MNST,2335.8039564784112
189,MS,247.11163345517704
190,MOS,19.397364154378764
191,MSI,5038.171850372906
192,MYL,548.1282461815027
193,NWL,443.09687112462944
194,NEM,111.79425790910174
195,NEE,14363.217066526353
196,NKE,3029.8566730331336
197,NI,291.2349283621568
198,NBL,55.51630575233573
199,JWN,705.1303470039975
200,NSC,11222.37938634029
201,NTRS,3188.800400173668
202,NOC,53998.995444979584
203,NUE,980.7535829396277
204,ORLY,68926.19740932129
205,OXY,789.6082841983057
206,OMC,1415.4279635540393
207,OKE,1953.0317188750403
208,ORCL,622.3352189135056
209,PCAR,1642.3910585540652
210,PH,13487.877614364284
211,PDCO,220.72344047333883
212,PAYX,2086.269914075923
213,PNR,558.5475670916596
214,PBCT,21.764903704906466
215,PEP,4827.647307006931
216,PKI,2561.223956222555
217,PRGO,1701.6441371496383
218,PFE,368.7790997716559
219,PCG,847.2608212556885
220,PNW,3072.2692946064058
221,PNC,5794.81217325949
222,PPG,6209.896186280571
223,PPL,204.32277355599305
224,PG,2718.975052853049
225,PGR,1927.8029716032613
